restaurant_name,n_reviews,average_rating,restaurant_address,zip_code,price_level,restaurant_url,Take_out,Credit_Cards,Reservations,Outdoor,Pets,Walkins,Parkings,Delivery,Wheelchair,Group,Vegetarian,Casual,Classy,Catering,Cuisine_1,Cuisine_2,Cuisine_3
East Provisions Street,1,4,"115 N East St Tipton, IN 46072",46072,2,https://www.yelp.com/biz/east-provisions-street-tipton?osq=Restaurants,1,0,0,0,1,0,0,0,1,0,1,1,0,0,Salad,Breakfast & Brunch,Pizza
Los Portales Mexican Restaurant,24,3.3,"848 E Jefferson St Tipton, IN 46072",46072,0,https://www.yelp.com/biz/los-portales-mexican-restaurant-tipton?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,0,0,1,1,Mexican,Tex-Mex,Cocktail Bars
Taco Bell,8,1.9,"925 East Jefferson Tipton, IN 46072",46072,1,https://www.yelp.com/biz/taco-bell-tipton,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Fast Food,Mexican,
The Mash House,89,3.8,"10 E 191st St Westfield, IN 46074",46074,2,https://www.yelp.com/biz/the-mash-house-westfield-4?osq=Restaurants,1,0,1,0,0,1,0,0,0,0,0,0,0,0,American,"Beer, Wine & Spirits",Burgers
Big Hoffa's Smokehouse Bar-B-Que,768,4.4,"800 E Main St Westfield, IN 46074",46074,2,https://www.yelp.com/biz/big-hoffas-smokehouse-bar-b-que-westfield?osq=Restaurants,1,0,0,1,0,0,0,1,1,0,0,0,0,1,Barbeque,Smokehouse,Sandwiches
Italian House on Park,388,4.5,"219 Park St Westfield, IN 46074",46074,2,https://www.yelp.com/biz/italian-house-on-park-westfield?osq=Restaurants,1,0,1,1,0,0,0,0,0,0,1,0,0,1,Italian,Wine Bars,
Rail,41,4.3,"3400 Nancy St Ste C Westfield, IN 46074",46074,2,https://www.yelp.com/biz/rail-westfield-2?osq=Restaurants,0,1,0,0,0,0,1,1,0,0,1,0,0,1,Breakfast & Brunch,New American,Grocery
Loco fresh mexican,24,4.9,"6378 Crane Dr Whitestown, IN 46075",46075,2,https://www.yelp.com/biz/loco-fresh-mexican-whitestown?osq=Restaurants,1,0,0,0,0,0,0,1,1,0,1,1,0,0,Tacos,New Mexican Cuisine,
Harmony Steakhouse,136,3.9,"6124 Mills Dr Whitestown, IN 46075",46075,2,https://www.yelp.com/biz/harmony-steakhouse-whitestown-7?osq=Restaurants,1,0,1,1,0,1,1,1,0,0,0,0,0,1,Teppanyaki,Sushi Bars,Steakhouses
L A Cafe,107,4.1,"4 S Main St Whitestown, IN 46075",46075,2,https://www.yelp.com/biz/l-a-cafe-whitestown-4?osq=Restaurants,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Cafes,,
Friendly Tavern,404,4.5,"290 S Main St Zionsville, IN 46077",46077,2,https://www.yelp.com/biz/friendly-tavern-zionsville?osq=Restaurants,1,1,0,0,1,0,1,0,0,0,1,0,0,0,Pubs,American,
The Loft Restaurant,341,4.1,"9101 Moore Rd Traders Point Creamery Zionsville, IN 46077",46077,0,https://www.yelp.com/biz/the-loft-restaurant-zionsville-4?osq=Restaurants,0,1,1,0,0,0,0,0,1,0,1,0,0,1,American,Ice Cream & Frozen Yogurt,"Beer, Wine & Spirits"
Cobblestone Zionsville,248,4.1,"160 S Main St Zionsville, IN 46077",46077,2,https://www.yelp.com/biz/cobblestone-zionsville-zionsville?osq=Restaurants,1,0,1,0,0,0,0,1,1,1,1,0,0,1,Bars,Breakfast & Brunch,New American
Good Omen,17,4.2,"65 Boone Village Zionsville, IN 46077",46077,2,https://www.yelp.com/biz/good-omen-zionsville?osq=Restaurants,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Italian,Wine Bars,
Convivio Italian Artisan Cuisine - Zionsville,144,4.5,"40 S Main St Zionsville, IN 46077",46077,3,https://www.yelp.com/biz/convivio-italian-artisan-cuisine-zionsville-zionsville?osq=Restaurants,1,0,1,1,0,0,0,1,0,0,0,0,0,0,Italian,,
Tipsy Mermaid,19,4.5,"135 S Main St Zionsville, IN 46077",46077,2,https://www.yelp.com/biz/tipsy-mermaid-zionsville-2?osq=Restaurants,0,1,0,1,1,1,0,0,0,0,1,1,0,0,Seafood,Cocktail Bars,Sandwiches
Jawbone BBQ,15,4.5,"103 W Wall St Advance, IN 46102",46102,2,https://www.yelp.com/biz/jawbone-bbq-advance?osq=Restaurants,0,0,0,0,0,1,1,0,1,1,0,0,0,1,Barbeque,Meat Shops,Sandwiches
Roberto,1,5,Via G Antimi 4 61023 Macerata Feltria Italy,46102,0,https://www.yelp.com/biz/roberto-macerata-feltria?osq=Restaurants,1,0,1,1,0,0,0,1,0,0,0,0,0,1,Patisserie/Cake Shop,Ice Cream & Frozen Yogurt,Cafes
The Cup And The Cone,1,3,"4972 N Pearl St Amo, IN 46103",46103,0,https://www.yelp.com/biz/the-cup-and-the-cone-amo?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Cream & Frozen Yogurt,Coffee & Tea,Breakfast & Brunch
AMO Pizza,25,4.4,"4964 Pearl St AMO, IN 46103",46103,1,https://www.yelp.com/biz/amo-pizza-amo?osq=Restaurants,1,0,0,1,0,0,1,0,1,0,1,0,0,0,Pizza,,
Bainbridge Tap,11,4.1,"109 W Main St Bainbridge, IN 46105",46105,0,https://www.yelp.com/biz/bainbridge-tap-bainbridge-3?osq=Restaurants,1,0,0,0,0,0,1,0,0,0,1,0,0,1,American,Bars,Sandwiches
Knuckle Sandwich,42,3.7,"5116 IN-135 Ste A Bargersville, IN 46106",46106,0,https://www.yelp.com/biz/knuckle-sandwich-bargersville?osq=Restaurants,1,0,0,1,1,0,1,0,0,0,0,0,0,0,Diners,Burgers,Sandwiches
Our Table American Bistro,105,4.7,"5080 IN-135 Ste A Bargersville, IN 46106",46106,2,https://www.yelp.com/biz/our-table-american-bistro-bargersville?osq=Restaurants,0,0,1,1,0,0,1,0,0,0,1,0,0,0,New American,,
Pizza and Libations,48,3.5,"75 N Baldwin St Bargersville, IN 46106",46106,2,https://www.yelp.com/biz/pizza-and-libations-bargersville?osq=Restaurants,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Pizza,Beer Bar,Cocktail Bars
Taxman Brewery,395,4.1,"13 Baldwin St Bargersville, IN 46106",46106,2,https://www.yelp.com/biz/taxman-brewery-bargersville-2?osq=Restaurants,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Breweries,Gastropubs,
Beech Grove Pizza Company,29,4.3,"702 Main St Beech Grove, IN 46107",46107,2,https://www.yelp.com/biz/beech-grove-pizza-company-beech-grove-2?osq=Restaurants,1,1,0,0,0,0,0,1,0,0,0,0,0,1,Pizza,,
Shiny Day Café,45,4.1,"510 Main St Beech Grove, IN 46107",46107,0,https://www.yelp.com/biz/shiny-day-caf%C3%A9-beech-grove?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Breakfast & Brunch,American,Sandwiches
5th Ave Grill And Bar,47,3.8,"423 Main St Beech Grove, IN 46107",46107,2,https://www.yelp.com/biz/5th-ave-grill-and-bar-beech-grove-2?osq=Restaurants,1,1,0,0,0,0,0,1,0,1,0,0,0,0,Bars,American,
Napoli Villa Italian Restaurant,177,3.8,"758 Main St Beech Grove, IN 46107",46107,0,https://www.yelp.com/biz/napoli-villa-italian-restaurant-beech-grove-2?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,1,0,0,0,Italian,,
Indy's Burger Joint,25,4.6,"3195 IN-267 Brownsburg, IN 46112",46112,2,https://www.yelp.com/biz/indys-burger-joint-brownsburg?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,1,0,0,0,Burgers,American,
Arni's - Brownsburg,68,4,"251 W Northfield Dr Brownsburg, IN 46112",46112,2,https://www.yelp.com/biz/arnis-brownsburg-brownsburg?osq=Restaurants,1,1,0,1,1,1,1,0,0,0,1,0,0,0,American,Pizza,Desserts
The Locale,39,3.3,"932 E Main St Brownsburg, IN 46112",46112,0,https://www.yelp.com/biz/the-locale-brownsburg-2?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,American,,
Green Street Pub & Eatery,76,3.8,"911 N Green St Brownsburg, IN 46112",46112,2,https://www.yelp.com/biz/green-street-pub-and-eatery-brownsburg-2?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,1,0,0,0,American,Pubs,
Rush Off Main,134,3.7,"5767 Green St Brownsburg, IN 46112",46112,0,https://www.yelp.com/biz/rush-off-main-brownsburg?osq=Restaurants,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Hot Dogs,American,Burgers
Spice Club Indian Bistro,49,4.7,"2679 S Green St Brownsburg, IN 46112",46112,2,https://www.yelp.com/biz/spice-club-indian-bistro-brownsburg?osq=Restaurants,1,0,1,0,0,0,1,1,0,1,1,0,0,1,Indian,,
Boulder Creek,216,4,"1551 N Green St Brownsburg, IN 46112",46112,2,https://www.yelp.com/biz/boulder-creek-brownsburg-3?osq=Restaurants,1,0,1,0,0,0,1,0,0,0,1,0,0,0,American,Steakhouses,
Indy gyros,19,4.4,"1521 N Green St Ste A Brownsburg, IN 46112",46112,0,https://www.yelp.com/biz/indy-gyros-brownsburg?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Mediterranean,,
McAlister's Deli,44,3,"211 W Northfield Dr Ste A Brownsburg, IN 46112",46112,2,https://www.yelp.com/biz/mcalisters-deli-brownsburg,1,0,1,0,0,1,0,1,0,0,0,0,0,1,Salad,Delis,Sandwiches
Pizza Niche,6,3.5,"7 N Main St Cloverdale, IN 46120",46120,0,https://www.yelp.com/biz/pizza-niche-cloverdale?osq=Restaurants,1,1,0,1,0,0,1,1,0,0,1,0,0,0,Pizza,,
Cloverdale Travel Plaza,27,2.9,"1032 N Main St Cloverdale, IN 46120",46120,1,https://www.yelp.com/biz/cloverdale-travel-plaza-cloverdale?osq=Restaurants,1,1,1,0,0,0,0,1,1,0,0,0,0,0,American,,
Casey's,11,4.1,"355 N Main St Cloverdale, IN 46120",46120,1,https://www.yelp.com/biz/caseys-cloverdale?osq=Restaurants,1,1,0,0,0,0,0,1,0,1,1,0,0,0,Pizza,,
Cataract Lake Lodge,4,3.8,"4779 State Hwy 42 Cloverdale, IN 46120",46120,2,https://www.yelp.com/biz/cataract-lake-lodge-cloverdale?osq=Restaurants,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Bars,American,
Rizzo’s,24,4,"1002 N Main St Cloverdale, IN 46120",46120,0,https://www.yelp.com/biz/rizzo-s-cloverdale?osq=Restaurants,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Salad,Mexican,Sandwiches
Chicago's Pizza,52,3.7,"1004 N Main St Cloverdale, IN 46120",46120,0,https://www.yelp.com/biz/chicagos-pizza-cloverdale?osq=Restaurants,1,0,0,0,0,0,0,0,1,0,1,0,0,1,Pizza,,
Lou's Diner,97,4.3,"3 W Stardust Rd Cloverdale, IN 46120",46120,0,https://www.yelp.com/biz/lous-diner-cloverdale?osq=Restaurants,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Diners,Breakfast & Brunch,
Taco Bell,24,1.7,"1007 N Main St. Cloverdale, IN 46120",46120,1,https://www.yelp.com/biz/taco-bell-cloverdale,1,1,0,0,0,0,0,1,0,0,1,0,0,1,Fast Food,Mexican,
Subway,9,2.7,"1032 N Main St Cloverdale, IN 46120",46120,1,https://www.yelp.com/biz/subway-cloverdale-11,1,1,0,1,0,0,0,1,0,1,0,0,0,0,Fast Food,Sandwiches,
Anthony's Pizzeria,24,4.3,"7282 E US Hwy 36 Coatesville, IN 46121",46121,0,https://www.yelp.com/biz/anthonys-pizzeria-coatesville-2?osq=Restaurants,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Pizza,,
Sahm's Haven,29,3.9,"1000 Marina Dr Coatesville, IN 46121",46121,2,https://www.yelp.com/biz/sahms-haven-coatesville?osq=Restaurants,1,1,0,1,1,1,0,0,0,0,1,0,0,0,American,Barbeque,Beer Bar
Subway,7,2,"52 E Main St Danville, IN 46122",46122,1,https://www.yelp.com/biz/subway-danville-46,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Sandwiches,Fast Food,
Charbonos,235,3.9,"128 N Avon Ave Ste 102 Avon, IN 46123",46123,2,https://www.yelp.com/biz/charbonos-avon?osq=Restaurants,1,0,1,1,0,0,1,0,1,1,0,0,0,1,Italian,New American,Seafood
Bubba's 33,45,3.7,"8748 E US Highway 36 Avon, IN 46123",46123,2,https://www.yelp.com/biz/bubbas-33-avon-2?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Burgers,American,Pizza
OPA!,461,4.3,"7900 US Hwy 36 Avon, IN 46123",46123,2,https://www.yelp.com/biz/opa-avon?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,1,0,0,0,Greek,Mediterranean,New American
Cooper's Hawk Winery & Restaurant- Avon,133,4.1,"8696 E US Hwy 36 Avon, IN 46123",46123,2,https://www.yelp.com/biz/coopers-hawk-winery-and-restaurant-avon-avon-2?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Wine Bars,American,Cocktail Bars
The Honey Baked Ham Company,12,4.7,"8100 E US Hwy 36 Suite N Avon, IN 46123",46123,2,https://www.yelp.com/biz/the-honey-baked-ham-company-avon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Meat Shops,Delis,American
The Original Chicago's Pizza & Curry,6,4.5,"11700 N US Hwy 31 Ste C Edinburgh, IN 46124",46124,2,https://www.yelp.com/biz/the-original-chicagos-pizza-and-curry-edinburgh,1,0,0,1,1,0,1,1,0,0,0,0,0,0,Pizza,,
Sabor De La Vida,44,4.4,"11700 US-31 Ste C Edinburgh, IN 46124",46124,0,https://www.yelp.com/biz/sabor-de-la-vida-edinburgh?osq=Restaurants,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Mexican,,
Pizza Shack,4,4.3,"208 W Campbell St Edinburgh, IN 46124",46124,0,https://www.yelp.com/biz/pizza-shack-edinburgh?osq=Restaurants,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Pizza,,
Big Woods- Edinburgh,56,3.8,"11622 NE Executive Dr Ste G-020 Indiana Premium Outlets Edinburgh, IN 46124",46124,2,https://www.yelp.com/biz/big-woods-edinburgh-edinburgh-2?osq=Restaurants,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Pizza,Brewpubs,Sandwiches
Montana Mike's Steakhouse,166,3.4,"3720 W Market Place Dr Edinburgh, IN 46124",46124,2,https://www.yelp.com/biz/montana-mikes-steakhouse-edinburgh?osq=Restaurants,1,0,1,1,0,0,0,0,0,0,0,0,0,1,Steakhouses,Burgers,American
Edinburgh Diner,131,3.8,"413 S Eisenhower Dr Edinburgh, IN 46124",46124,2,https://www.yelp.com/biz/edinburgh-diner-edinburgh?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Breakfast & Brunch,Wraps,American
Hickory Hillz BBQ,119,4.2,"16021 US-31 Edinburgh, IN 46124",46124,1,https://www.yelp.com/biz/hickory-hillz-bbq-edinburgh?osq=Restaurants,1,1,1,0,0,0,1,1,0,1,0,0,0,0,Barbeque,Desserts,Burgers
Blue Cactus Tacos & Tequila Bar,82,4.4,"188 W Jefferson St Franklin, IN 46131",46131,0,https://www.yelp.com/biz/blue-cactus-tacos-and-tequila-bar-franklin?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Tacos,Bars,
Ann's Restaurant,101,4.4,"77 W Monroe St Franklin, IN 46131",46131,1,https://www.yelp.com/biz/anns-restaurant-franklin?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,1,1,0,1,American,Breakfast & Brunch,
Richard's Brick Oven Pizza,105,4.3,"229 S Main St Franklin, IN 46131",46131,0,https://www.yelp.com/biz/richards-brick-oven-pizza-franklin?osq=Restaurants,1,0,0,0,1,1,0,0,0,0,1,0,0,0,Pizza,Italian,
RFD Franklin,79,3.9,"55 West Madison St Franklin, IN 46131",46131,2,https://www.yelp.com/biz/rfd-franklin-franklin?osq=Restaurants,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Steakhouses,Salad,Seafood
The Mint,20,3.6,"40 N Water St Franklin, IN 46131",46131,0,https://www.yelp.com/biz/the-mint-franklin?osq=Restaurants,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cocktail Bars,American,
Big Woods,109,3.2,"1800 E King St Franklin, IN 46131",46131,2,https://www.yelp.com/biz/big-woods-franklin?osq=Restaurants,1,0,1,0,0,0,1,0,1,1,0,0,0,0,Burgers,Breweries,Pizza
The Willard,206,3.4,"99 N Main St Franklin, IN 46131",46131,0,https://www.yelp.com/biz/the-willard-franklin-3?osq=Restaurants,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Chicken Wings,Pizza,
McAlister's Deli,14,2.3,"2378 N Morton St Franklin, IN 46131",46131,2,https://www.yelp.com/biz/mcalisters-deli-franklin-2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Delis,Sandwiches,Salad
The Original Chicago's Pizza & Curry,36,4.7,"153 Holiday Pl Franklin, IN 46131",46131,2,https://www.yelp.com/biz/the-original-chicagos-pizza-and-curry-franklin-2?osq=Restaurants,1,1,0,0,1,0,0,1,1,1,1,0,0,0,Pizza,Indian,
Glenwood Inn,4,4.8,"205 W State St Glenwood, IN 46133",46133,0,https://www.yelp.com/biz/glenwood-inn-glenwood?osq=Restaurants,0,0,0,0,1,0,1,0,1,0,1,0,1,0,Bars,American,Pizza
Breadworks By Bridges,22,4.4,"2 E Walnut St Greencastle, IN 46135",46135,2,https://www.yelp.com/biz/breadworks-by-bridges-greencastle?osq=Restaurants,1,1,0,1,0,0,1,1,1,0,1,0,0,0,Donuts,Bakeries,American
Almost Home Restaurant & Bar,83,3.7,"17 W Franklin St Greencastle, IN 46135",46135,2,https://www.yelp.com/biz/almost-home-restaurant-and-bar-greencastle?osq=Restaurants,1,1,1,0,0,0,1,1,1,0,0,0,0,0,American,Desserts,Bars
TapHouse Burgers,46,3.5,"24 S Indiana St Greencastle, IN 46135",46135,2,https://www.yelp.com/biz/taphouse-burgers-greencastle?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,1,0,0,0,American,Beer Bar,Burgers
KFC,11,1.6,"46 Putnam Plz Greencastle, IN 46135",46135,1,https://www.yelp.com/biz/kfc-greencastle,1,1,1,0,1,0,1,1,0,0,1,0,0,0,Fast Food,Chicken Wings,Chicken Shop
The Fluttering Duck,33,3.4,"2 W Seminary St The Inn At De Pauw & Event Center Greencastle, IN 46135",46135,2,https://www.yelp.com/biz/the-fluttering-duck-greencastle?osq=Restaurants,1,0,1,1,0,0,0,0,0,0,1,0,0,0,New American,Bars,
Fairway Family Restaurant,29,3.9,"1058 Indianapolis Rd Greencastle, IN 46135",46135,0,https://www.yelp.com/biz/fairway-family-restaurant-greencastle?osq=Restaurants,1,1,0,1,0,0,1,0,1,0,1,0,0,0,American,,
Moores Bar & Restaurant,49,4.1,"17 S Indiana St Greencastle, IN 46135",46135,0,https://www.yelp.com/biz/moores-bar-and-restaurant-greencastle?osq=Restaurants,1,0,0,1,1,1,0,0,0,0,1,1,0,0,Bars,American,
Bridges Craft Pizza & Wine Bar,114,4.2,"19 North Indiana St Greencastle, IN 46135",46135,2,https://www.yelp.com/biz/bridges-craft-pizza-and-wine-bar-greencastle?osq=Restaurants,1,0,1,1,0,1,1,0,0,0,1,0,0,0,Pizza,Wine Bars,
Subway,1,4,"1360 Indianapolis Rd Ste A Greencastle, IN 46135",46135,1,https://www.yelp.com/biz/subway-greencastle-7,1,1,0,1,1,0,0,1,0,1,0,0,0,0,Sandwiches,Fast Food,
Carnegie's A Place To Eat,110,4.5,"100 W North St Greenfield, IN 46140",46140,3,https://www.yelp.com/biz/carnegies-a-place-to-eat-greenfield-3?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,1,0,0,0,New American,,
Zapp Thai Restaurant,243,4.4,"2045 North State St Greenfield, IN 46140",46140,0,https://www.yelp.com/biz/zapp-thai-restaurant-greenfield?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,1,0,0,0,Thai,,
Griggsby's Station,112,3.9,"101 W Main St Greenfield, IN 46140",46140,0,https://www.yelp.com/biz/griggsbys-station-greenfield?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gastropubs,Bars,American
Little Ro’s,4,5,"1943 Melody Ln Greenfield, IN 46140",46140,0,https://www.yelp.com/biz/little-ro-s-greenfield?osq=Restaurants,1,1,0,1,1,0,0,0,0,1,1,0,0,0,Pubs,Pop-Up Restaurants,
Costa's Grill,52,4.5,"1020 W Main St Greenfield, IN 46140",46140,2,https://www.yelp.com/biz/costas-grill-greenfield?osq=Restaurants,1,1,0,1,0,0,1,1,1,1,1,0,0,1,Greek,,
The Depot,158,3.7,"240 W Mill St Greenfield, IN 46140",46140,2,https://www.yelp.com/biz/the-depot-greenfield?osq=Restaurants,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Burgers,Sandwiches,Chicken Wings
Montana Mike's Steakhouse,116,3.1,"1945 N State St Greenfield, IN 46140",46140,2,https://www.yelp.com/biz/montana-mikes-steakhouse-greenfield?osq=Restaurants,1,0,0,0,0,1,1,1,0,0,1,0,0,0,Steakhouses,,
Wooden Bear Brewing Company,73,3.4,"21 W North St Greenfield, IN 46140",46140,1,https://www.yelp.com/biz/wooden-bear-brewing-company-greenfield?osq=Restaurants,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Breweries,Pizza,
The Mug,246,4.1,"117 Apple St Greenfield, IN 46140",46140,0,https://www.yelp.com/biz/the-mug-greenfield?osq=Restaurants,1,1,0,0,1,0,0,1,0,1,0,0,0,0,Burgers,Ice Cream & Frozen Yogurt,Hot Dogs
Tour of Italy Cafe,77,3.8,"5 American Legion Pl Greenfield, IN 46140",46140,2,https://www.yelp.com/biz/tour-of-italy-cafe-greenfield?osq=Restaurants,1,0,1,0,1,0,1,0,0,0,1,0,0,1,Italian,,
Taco Bell,15,2.7,"1552 North State St Greenfield, IN 46140",46140,1,https://www.yelp.com/biz/taco-bell-greenfield-2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,Mexican,Fast Food,
Panera Bread,11,2.5,"2173 N State St Greenfield, IN 46140",46140,2,https://www.yelp.com/biz/panera-bread-greenfield-2,0,0,0,1,0,0,1,0,1,0,1,0,1,0,Sandwiches,Salad,Soup
Sugar Creek Brickhouse,119,3.6,"5821 W US Hwy 40 Greenfield, IN 46140",46140,0,https://www.yelp.com/biz/sugar-creek-brickhouse-greenfield-2?osq=Restaurants,1,0,1,0,1,0,0,1,0,0,1,0,0,0,American,Sports Bars,Pizza
KFC,26,2,"1604 N State St Greenfield, IN 46140",46140,1,https://www.yelp.com/biz/kfc-greenfield-3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Fast Food,Chicken Wings,Chicken Shop
Firehouse Subs,32,3.5,"22 E McClarnon Dr Greenfield, IN 46140",46140,1,https://www.yelp.com/biz/firehouse-subs-greenfield,1,1,0,1,0,0,1,1,1,0,0,0,0,0,Delis,Sandwiches,Fast Food
Revery,520,4.3,"299 W Main St Greenwood, IN 46142",46142,2,https://www.yelp.com/biz/revery-greenwood?osq=Restaurants,1,0,1,1,0,0,0,0,0,0,1,0,0,1,New American,Gastropubs,
Dave & Buster's Greenwood,37,2.7,"1251 US Hwy 31N Ste F01B Greenwood, IN 46142",46142,2,https://www.yelp.com/biz/dave-and-busters-greenwood-greenwood,1,0,0,1,1,0,1,1,0,0,1,0,1,1,Arcades,American,Sports Bars
The Original Chicago's Pizza,32,4.3,"916 E Main St Ste 102 Greenwood, IN 46143",46143,2,https://www.yelp.com/biz/the-original-chicagos-pizza-greenwood,1,0,1,1,0,0,0,1,0,0,1,0,0,0,Pizza,Chicken Wings,Indian
The Haven At Hickory Stick,,,"4422 Hickory Stick Pkwy Greenwood, IN 46143",46143,2,https://www.yelp.com/biz/the-haven-at-hickory-stick-greenwood?osq=Restaurants,0,1,1,0,1,1,0,0,0,0,1,0,0,0,Seafood,Steakhouses,Sandwiches
Antilogy,111,4.5,"5867 N State Rd 135 Greenwood, IN 46143",46143,2,https://www.yelp.com/biz/antilogy-greenwood?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,0,0,0,0,New American,Breakfast & Brunch,Wine Bars
Tried & True Alehouse,267,4.1,"2800 S State Road 135 Ste 100 Greenwood, IN 46143",46143,2,https://www.yelp.com/biz/tried-and-true-alehouse-greenwood?osq=Restaurants,1,0,0,0,0,0,1,1,0,1,0,1,0,0,American,Sports Bars,
Main Street Grille,294,4.2,"200 S Emerson Ave Greenwood, IN 46143",46143,0,https://www.yelp.com/biz/main-street-grille-greenwood?osq=Restaurants,1,0,0,1,1,1,0,0,0,0,1,0,0,0,Pubs,New American,Pizza
La Loteria Mexican Restaurant,3,4.7,"34 E Main St Jamestown, IN 46147",46147,0,https://www.yelp.com/biz/la-loteria-mexican-restaurant-jamestown?osq=Restaurants,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Mexican,,
Gas Grill Family Restaurant,60,4.6,"6193 S State Rd 109 Knightstown, IN 46148",46148,1,https://www.yelp.com/biz/gas-grill-family-restaurant-knightstown-2?osq=Restaurants,1,1,0,1,0,0,0,0,0,1,0,1,0,1,Greek,American,Salad
Jeff's Pizza,6,4.5,"400 E Main St Knightstown, IN 46148",46148,0,https://www.yelp.com/biz/jeffs-pizza-knightstown?osq=Restaurants,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Pizza,Buffets,
Redbone's,10,4,"16 E Main St Knightstown, IN 46148",46148,0,https://www.yelp.com/biz/redbones-knightstown?osq=Restaurants,1,0,0,1,0,0,0,1,1,0,1,0,0,0,Pizza,Chicken Wings,Sandwiches
Zipper's Bar,2,4.5,"18 S Washington St Knightstown, IN 46148",46148,0,https://www.yelp.com/biz/zippers-bar-knightstown?osq=Restaurants,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Dive Bars,American,
Los Charros D&G Mexican Grill and Bar,25,4.1,"15 N Washington St Knightstown, IN 46148",46148,2,https://www.yelp.com/biz/los-charros-d-and-g-mexican-grill-and-bar-knightstown?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Mexican,Bars,
Block and Brew,40,4.6,"9204 S Mill Rd Knightstown, IN 46148",46148,2,https://www.yelp.com/biz/block-and-brew-knightstown?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Pubs,Sandwiches,American
Burger King,12,2.4,"9229 W County Rd 650 S Knightstown, IN 46148",46148,1,https://www.yelp.com/biz/burger-king-knightstown?osq=Restaurants,0,1,0,0,1,0,0,0,0,1,1,0,0,0,Burgers,Fast Food,
Lizton Pizza,9,3.9,"401 N State St Lizton, IN 46149",46149,0,https://www.yelp.com/biz/lizton-pizza-lizton?osq=Restaurants,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Pizza,,
Rusted Silo Southern BBQ & Brew House,199,4.5,"411 N State St Lizton, IN 46149",46149,2,https://www.yelp.com/biz/rusted-silo-southern-bbq-and-brew-house-lizton-3?osq=Restaurants,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Barbeque,,
Wings Etc,10,4.5,"285 Grand Valley Blvd. Martinsville, IN 46151",46151,2,https://www.yelp.com/biz/wings-etc-martinsville?osq=Restaurants,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Sports Bars,Chicken Wings,Sandwiches
Bynum's Steakhouse,70,3.4,"25 Sunnyside Dr Martinsville, IN 46151",46151,0,https://www.yelp.com/biz/bynums-steakhouse-martinsville?osq=Restaurants,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Steakhouses,Seafood,Sandwiches
